Task ID	Created At	Completed At	Last Modified	Name	Assignee	Assignee Email	Start Date	Due Date	Tags	Notes	Projects	Parent Task
505540979925454	2017-12-18	2017-12-18	2017-12-18	Grow Fit	zuza	zuza@rtaventures.com			outgoing,India	Grow Fit is a mobile health companion that uses artificial intelligence.: http://www.getgrowfit.com/ India $4,500,000, Sep 15	Deal Flow Log: to review	
505540992300565	2017-12-18	2017-12-18	2017-12-18	Welcome Cure	zuza	zuza@rtaventures.com			outgoing,India	World's largest homeopathic health treatment portal. Over 100 top homeopaths of the world under 1 digital roof treating over 100 diseases.: http://www.welcomecure.com India $6,000,000, Nov 9, 2014	Deal Flow Log: to review	
505541000121205	2017-12-18	2017-12-18	2017-12-18	Hyve - Book Salon & Spa	zuza	zuza@rtaventures.com			outgoing,India	Hyve is the simplest way to book salon & spa appointments: https://hyvestyle.com/ India , 2015	Deal Flow Log: to review	
505541001200222	2017-12-18	2017-12-18	2017-12-18	tripMD	zuza	zuza@rtaventures.com			outgoing,India	Connecting local patients to trusted healthcare globally: http://tripmd.com India $45,000, 2013	Deal Flow Log: to review	
505541002764361	2017-12-18	2017-12-18	2017-12-18	KiviHealth	zuza	zuza@rtaventures.com			outgoing,India	KiviHealth is a health-tech startup that aims to provide an affordable, patient-centric, digital health information management system: http://www.kivihealth.com/ India $130,000, 2015	Deal Flow Log: to review	
505540998886573	2017-12-18	2017-12-18	2017-12-18	Kizora Software	zuza	zuza@rtaventures.com			outgoing,India	Connecting Patients, Doctors and Labs: http://www.kizora.com/ India $100,000, 2011	Deal Flow Log: to review	
505541003424193	2017-12-18	2017-12-18	2017-12-18	TRIMED	zuza	zuza@rtaventures.com			outgoing,India	Modern Healthcare With Ancient Wisdom: http://www.trimedtherapy.com India $450,000, 2011	Deal Flow Log: to review	
505541004165978	2017-12-18	2017-12-18	2017-12-18	Medypal	zuza	zuza@rtaventures.com			outgoing,India	To provide the most accessible and secure global financial & healthcare marketplace.: http://www.commerzpoint.com/ India $400,000, 2013	Deal Flow Log: to review	
505541004580572	2017-12-18	2017-12-18	2017-12-18	AllizHealth	zuza	zuza@rtaventures.com			outgoing,India	AllizHealth builds a consumer-focused wellness and health analytics platform for identification, tracking, and management of health risks.: http://www.allizhealth.com/Pages/allizhealth/Home.aspx India $350,000, 2013	Deal Flow Log: to review	
505541006337461	2017-12-18	2017-12-18	2017-12-18	Tricog Health Services Pvt Ltd	zuza	zuza@rtaventures.com			outgoing,India	Predictive Healthcare Analytics Company: http://www.tricog.com India $500,000, Nov 14	Deal Flow Log: to review	
505541004675915	2017-12-18	2017-12-18	2017-12-18	Bairo	zuza	zuza@rtaventures.com			outgoing,India	The Future of Healthcare Communication.: http://www.bairolive.com India $75,000, 2015	Deal Flow Log: to review	
505541815427298	2017-12-18	2017-12-18	2017-12-18	Medicians	zuza	zuza@rtaventures.com			outgoing,India	Online Pharmacy, Buy Medicines Online, Quick Delivery, 100% Genuine, Great Discounts, Order On App. Get Well Soon-er!: http://www.themedicians.com India , Jun 29, 2015	Deal Flow Log: to review	
505541818926827	2017-12-18	2017-12-18	2017-12-18	Healthians.com	zuza	zuza@rtaventures.com			outgoing,India	Healthians is India's largest asset light and technology-led diagnostics & wellness company.: http://www.healthians.com/ India $3,210,000, Apr 7, 2014	Deal Flow Log: to review	
505540977452892	2017-12-18	2017-12-18	2017-12-18	Myra	zuza	zuza@rtaventures.com			outgoing,India	Myra is a unique solution of technology and operations that makes buying medicines fast and efficient.: https://myramed.in/ India , 2014	Deal Flow Log: to review	
505541822777556	2017-12-18	2017-12-18	2017-12-18	Stayglad	zuza	zuza@rtaventures.com			outgoing,India	Access Beauty Services Anywhere Anytime: http://stayglad.com/index1.html India , 2015	Deal Flow Log: to review	
505541817555119	2017-12-18	2017-12-18	2017-12-18	WerIndia	zuza	zuza@rtaventures.com			outgoing,India	WerIndia a news providing website that extracts news from online news resources & combines to present latest Indian news at one place.: https://werindia.com/ India , Mar 2, 2013	Deal Flow Log: to review	
505541820599314	2017-12-18	2017-12-18	2017-12-18	GoDoctor Solutions Private Limited	zuza	zuza@rtaventures.com			outgoing,India	GoDoctor is a collaboration platform for global medical community that allows users to connect, share & explore a world of opportunities.: http://www.godoctor.in India , Feb 10, 2015	Deal Flow Log: to review	
505541821466030	2017-12-18	2017-12-18	2017-12-18	MyCareLine	zuza	zuza@rtaventures.com			outgoing,India	MyCareline is all about personalized care services: http://www.mycareline.in/ India $526,000, 2014	Deal Flow Log: to review	
505540985806247	2017-12-18	2017-12-18	2017-12-18	FeetApart	zuza	zuza@rtaventures.com			outgoing,India	FeetApart is a social, employee friendly health & wellness platform: http://feetapart.com/ India , 2013	Deal Flow Log: to review	
505540580532349	2017-12-18	2017-12-18	2017-12-18	mfine	zuza	zuza@rtaventures.com			outgoing,India	Hospital & Health Care Start up: https://www.mfine.co India $1,500,000, 2017	Deal Flow Log: to review	
505609833035510	2017-12-18	2017-12-18	2017-12-18	Sittr	zuza	zuza@rtaventures.com			outgoing,Australia	Find trusted childcare in seconds.: https://www.sittr.com/ Australia , 2014	Deal Flow Log: to review	
505609796737940	2017-12-18	2017-12-18	2017-12-18	iUFlow	zuza	zuza@rtaventures.com			outgoing,Australia	iUFlow is a home urination activity health solution platform.: https://iuflow.com Australia , 2015	Deal Flow Log: to review	
505609831920899	2017-12-18	2017-12-18	2017-12-18	Curio	zuza	zuza@rtaventures.com			outgoing,Australia	Curio is a place for discovering, learning, sharing and participating â€‹in â€‹research, â€‹and â€‹is â€‹designed â€‹to â€‹be â€‹accessible â€‹for â€‹all.: https://curio.onl Australia , Oct 13, 2017	Deal Flow Log: to review	
505609835782510	2017-12-18	2017-12-18	2017-12-18	Pathobin	zuza	zuza@rtaventures.com			outgoing,Australia	Pathobin is an image hosting service and more, designed from the ground up by a pathologist.: https://www.pathobin.com/ Australia , 2014	Deal Flow Log: to review	
505609842867570	2017-12-18	2017-12-18	2017-12-18	Absolute Health & Performance	zuza	zuza@rtaventures.com			outgoing,Australia	Absolute is a best-in-class health, injury rehabilitation and performance centre situated in the heart of Melbourne.: https://absolutehealthperformance.com.au/ Australia , 2016	Deal Flow Log: to review	
505609843942479	2017-12-18	2017-12-18	2017-12-18	CareMonkey	zuza	zuza@rtaventures.com			outgoing,Australia	CareMonkey is a multi-award winning medical records and online forms system used by schools, clubs, businesses and other groups.: http://www.caremonkey.com Australia , Oct 22, 2013	Deal Flow Log: to review	
505609847439937	2017-12-18	2017-12-18	2017-12-18	Love That Pet Group	zuza	zuza@rtaventures.com			outgoing,Australia	A Longer, Healthier & Happier Life For Your Pet: https://www.lovethatpetgroup.com/ Australia , Jul 1, 2014	Deal Flow Log: to review	
505608544096342	2017-12-18	2017-12-18	2017-12-18	Secure Nest	zuza	zuza@rtaventures.com			outgoing,Australia	Increase the accessibility of schema therapy to enrich client wellbeing.: https://www.securenest.org Australia , Oct 8, 2015	Deal Flow Log: to review	
505609802566770	2017-12-18	2017-12-18	2017-12-18	mPhyt	zuza	zuza@rtaventures.com			outgoing,Australia	Personalised Home Care. mPhyt is a digital health platform that helps older adults to keep healthy and independent at home.: http://mphyt.care Australia , Dec 1, 2016	Deal Flow Log: to review	
505479735401860	2017-12-18	2017-12-18	2017-12-18	Adocess	zuza	zuza@rtaventures.com			outgoing,Malaysia	A startup that aims to connect medical professional and patients via mobile apps to provide instant professional virtual consultant: 01. Oct Malaysia Oct 1, 2016,	Deal Flow Log: to review	
505554318117991	2017-12-18	2017-12-18	2017-12-18	Hypoband Singapore	zuza	zuza@rtaventures.com			outgoing,Malaysia	Hypoband Singapore offers smart wearables for diabetic patients.: http://hypoband.com/ Malaysia , 2013	Deal Flow Log: to review	
505554328949388	2017-12-18	2017-12-18	2017-12-18	HealthInterface	zuza	zuza@rtaventures.com			outgoing,Malaysia	Web Based Chemotherapy Order System: http://www.rabbitchemo.com Malaysia , Aug 1, 2011	Deal Flow Log: to review	
505555517189255	2017-12-18	2017-12-18	2017-12-18	Activia Nutrition	zuza	zuza@rtaventures.com			outgoing,Malaysia	Natural Herbal Products Suppliers: http://www.activianutrition.net/herbal-products.htm Malaysia ,	Deal Flow Log: to review	
505554822957404	2017-12-18	2017-12-18	2017-12-18	Eldercare Nursing Home Kuala Lumpur	zuza	zuza@rtaventures.com			outgoing,Malaysia	Kuala Lumpur, Kuala Lumpur, Malaysia: 91,317 Malaysia ,	Deal Flow Log: to review	
505554826036874	2017-12-18	2017-12-18	2017-12-18	Rapid AIM Global	zuza	zuza@rtaventures.com			outgoing,Malaysia	Affiliate Independent Distributor: http://mywscreator.weebly.com/product-introduction.html#.UyQzDfmSxzU Malaysia , Aug 15, 2012	Deal Flow Log: to review	
505554857378721	2017-12-18	2017-12-18	2017-12-18	Door2door Doctor	zuza	zuza@rtaventures.com			outgoing,Malaysia	A company that provides customized healthcare plans and medical services right at the patientâ€™s doorstep.: http://www.door2doordoctor.my/ Malaysia , Jul 14	Deal Flow Log: to review	
505555519343305	2017-12-18	2017-12-18	2017-12-18	Sari Agegard	zuza	zuza@rtaventures.com			outgoing,Malaysia	Sari AgeGard is natural anti cancer food that is proven to be extremely successful in both protecting against and fighting cancer.: http://www.primadonastems.com/ Malaysia ,	Deal Flow Log: to review	
505555520546318	2017-12-18	2017-12-18	2017-12-18	Beaupass	zuza	zuza@rtaventures.com			outgoing,Malaysia	Beaupass is a booking website for beauty and wellness services.: http://beaupass.com/ Malaysia , 2014	Deal Flow Log: to review	
505555522160785	2017-12-18	2017-12-18	2017-12-18	Bello2	zuza	zuza@rtaventures.com			outgoing,Malaysia	Bello2 helps you to save 50% - 90% on beauty & wellness deals.: http://www.bello2.com Malaysia , Apr 1, 2013	Deal Flow Log: to review	
505555530066902	2017-12-18	2017-12-18	2017-12-18	HealthWorks.my	zuza	zuza@rtaventures.com			outgoing,Malaysia	We are on a mission to help Malaysians to make better choices for their health, fitness and happiness.: http://www.healthworks.my/ Malaysia ,	Deal Flow Log: to review	
505555541497029	2017-12-18	2017-12-18	2017-12-18	Adventa	zuza	zuza@rtaventures.com			outgoing,Malaysia	Adventa Bhd is a dedicated to the business of medical services and related supplies manufacturing.: http://www.adventa.com.my Malaysia ,	Deal Flow Log: to review	
505609850264931	2017-12-18	2017-12-18	2017-12-18	idospa.com	zuza	zuza@rtaventures.com			outgoing,Malaysia	Internet, Software/App, Online Booking Platform for Massage, Spa & Reflexology Services: www.idospa.com Malaysia , Jun 8, 2017	Deal Flow Log: to review	
505609853440293	2017-12-18	2017-12-18	2017-12-18	MyBeepr	zuza	zuza@rtaventures.com			outgoing,Australia	MyBeepr is a highly customized, secure, real time team collaboration platform for all of healthcare.: http://mybeepr.com/ Australia , 2016	Deal Flow Log: to review	
505609855869014	2017-12-18	2017-12-18	2017-12-18	Bookwell	zuza	zuza@rtaventures.com			outgoing,Australia	BookWell.com.au provides users with a quick and easy way to book beauty and wellness appointments all over Australia.: https://www.bookwell.com.au Australia , 2016	Deal Flow Log: to review	
505609857775126	2017-12-18	2017-12-18	2017-12-18	The Medic	zuza	zuza@rtaventures.com			outgoing,Australia	The Medic is a healthcare services platform that connects patients and doctors through computer or mobile phone.: http://www.themedic.com.au/ Australia , 2015	Deal Flow Log: to review	
505610872853550	2017-12-18	2017-12-18	2017-12-18	Appointuit Pty Ltd	zuza	zuza@rtaventures.com			outgoing,Australia	Appointuit is a software company offering appointments and patient relationship management for healthcare providers.: http://www.appointuit.com Australia , Oct 4, 2011	Deal Flow Log: to review	
505609793998939	2017-12-18	2017-12-18	2017-12-18	Affinity.me	zuza	zuza@rtaventures.com			outgoing,Australia	Affinity helps people discover and connect with other like-minded people through psychometrics and machine learning.: https://affinity.me Australia , Oct 1, 2016	Deal Flow Log: to review	
505609843720963	2017-12-18	2017-12-18	2017-12-18	Zova	zuza	zuza@rtaventures.com			outgoing,Australia	Zova gives you a smarter way to get and stay fit.: http://www.zova.com Australia , Sep 1, 2013	Deal Flow Log: to review	
505610878377098	2017-12-18	2017-12-18	2017-12-18	Maxwell MRI	zuza	zuza@rtaventures.com			outgoing,Australia	Maxwell MRI is an AI platform for data driven clinical diagnostics.: https://www.maxwellmri.com Australia , 2016	Deal Flow Log: to review	
505610895283342	2017-12-18	2017-12-18	2017-12-18	Bfab	zuza	zuza@rtaventures.com			outgoing,Australia	Discover and book beauty & wellness services online conveniently with Bfab. Choose from a selection of the best salons and spas near you.: https://www.bfab.my Malaysia , Aug 15	Deal Flow Log: to review	
505610898010367	2017-12-18	2017-12-18	2017-12-18	Patchâ€™d	zuza	zuza@rtaventures.com			outgoing,Australia	Patch'd is a healthcare platform that developed medical sensor which allows real time patient monitoring from anywhere in the world.: http://patchdunlimited.com/ Australia , 2017	Deal Flow Log: to review	
505609827008503	2017-12-18	2017-12-18	2017-12-18	CNSDose	zuza	zuza@rtaventures.com			outgoing,Australia	The CNSDose Report - powered by DNA - guides which antidepressant and dose is most appropriate: https://www.cnsdose.com/ Australia , 2015	Deal Flow Log: to review	
505610874506350	2017-12-18	2017-12-18	2017-12-18	Kungfu Bear	zuza	zuza@rtaventures.com			outgoing,Australia	Kungfu Bear is the largest O2O platform in China focusing on door to door massage therapy.: http://www.gfxiong.com/ China $2,000,000, 2015	Deal Flow Log: to review	
505610894632765	2017-12-18	2017-12-18	2017-12-18	Osler Technology	zuza	zuza@rtaventures.com			outgoing,Australia	Osler's Clinical Performance Platform enables hospitals and clinicians to record, measure, assess and improve clinical performance.: http://www.oslertechnology.com Australia , 2014	Deal Flow Log: to review	
505610909798232	2017-12-18	2017-12-18	2017-12-18	Galeno Plus	zuza	zuza@rtaventures.com			outgoing,Australia	Galeno Plus is a cloud based platform that allows doctors to complement their current practices by offering patients remote virtual: http://www.galenoplus.com Chile $40,000, 2013	Deal Flow Log: to review	
505610919550223	2017-12-18	2017-12-18	2017-12-18	Medic Trace	zuza	zuza@rtaventures.com			outgoing,Australia	MedicTrace Started as a way to improve global health, and we believe the only way to achieve that is through improving contacts and: http://www.medictrace.com Chile $40,000, 2013	Deal Flow Log: to review	
505610927913981	2017-12-18	2017-12-18	2017-12-18	Neoclinical	zuza	zuza@rtaventures.com			outgoing,Australia	Neoclinical matches clinical trials with the patients that need them the most.: https://www.neoclinical.com Australia , 2011	Deal Flow Log: to review	
505610927913987	2017-12-18	2017-12-18	2017-12-18	BookDoc	zuza	zuza@rtaventures.com			outgoing,Australia	Company founded to improve access to healthcare and optimising human capital.: http://bookdoc.com/ Malaysia , 2015	Deal Flow Log: to review	
505610930758221	2017-12-18	2017-12-18	2017-12-18	Noted Ltd	zuza	zuza@rtaventures.com			outgoing,Australia	Noted Ltd is a Electronic Medical Record system that is really easy to use..: http://www.notedemr.com New Zealand , 2015	Deal Flow Log: to review	
505611005082832	2017-12-18	2017-12-18	2017-12-18	GoWell	zuza	zuza@rtaventures.com			outgoing,Australia	GoWell was established in 2016 to connect patients and practitioners with allied healthcare professionals.: https://gowell.co/ Australia , 2016	Deal Flow Log: to review	
505611610371124	2017-12-18	2017-12-18	2017-12-18	Medikal.com	zuza	zuza@rtaventures.com			outgoing,Australia	Medikal.com is a global professional networking platform for the healthcare industry.: http://medikal.com Chile $40,000,	Deal Flow Log: to review	
505611616813360	2017-12-18	2017-12-18	2017-12-18	PurelyB	zuza	zuza@rtaventures.com			outgoing,Australia	Asia's first health and wellness content integrated Marketplace: https://www.PurelyB.com Malaysia , Mar 10, 2015	Deal Flow Log: to review	
505611619999100	2017-12-18	2017-12-18	2017-12-18	vetchat	zuza	zuza@rtaventures.com			outgoing,Australia	Vetchat provides pre-clinic veterinary consultations and advice online via video consultations and on demand chat.: https://www.vetchat.com.au/ Australia , Aug 1, 2015	Deal Flow Log: to review	
505611624319337	2017-12-18	2017-12-18	2017-12-18	Homegp.asia	zuza	zuza@rtaventures.com			outgoing,Australia	They make it easy for you to book a Doctor/Nurse.: http://www.homegp.asia/ Malaysia , 2015	Deal Flow Log: to review	
505611629418654	2017-12-18	2017-12-18	2017-12-18	Health Care Innovate (Clinivid)	zuza	zuza@rtaventures.com			outgoing,Australia	Health Care Innovate helps clinicians to improve health communication using digital and video technologies.: https://clinivid.com.au/ Australia , 2015	Deal Flow Log: to review	
505611638171520	2017-12-18	2017-12-18	2017-12-18	iHosp	zuza	zuza@rtaventures.com			outgoing,Australia	iHosp provides hospitals with performance, patient-flow, and patient-history data.: http://ihosp.com Australia , 2015	Deal Flow Log: to review	
505610926438460	2017-12-18	2017-12-18	2017-12-18	CohortIQ	zuza	zuza@rtaventures.com			outgoing,Australia	CohortiQ delivers health analytics enabling more people to spend less time in hospital.: http://cohortiq.com/ Australia , 2016	Deal Flow Log: to review	
505611620511340	2017-12-18	2017-12-18	2017-12-18	Care Guidance	zuza	zuza@rtaventures.com			outgoing,Australia	We match those seeking aged care with those who provide it. We harness existing technology to build solutions in a guaranteed growth market.: http://www.careguidance.com.au Australia , Sep 14	Deal Flow Log: to review	
505611624161534	2017-12-18	2017-12-18	2017-12-18	Quanticare Technologies	zuza	zuza@rtaventures.com			outgoing,Australia	Quanticare Technologies develops a sensor system for walking frames to prevent falls for seniors.: http://quanticare.co/ Australia , 2014	Deal Flow Log: to review	
505611637741269	2017-12-18	2017-12-18	2017-12-18	Respia	zuza	zuza@rtaventures.com			outgoing,Australia	Respia is an asthma management system that tracks and records the userâ€™s respiratory health and medication use.: http://respia.com.au Australia , Oct 1, 2015	Deal Flow Log: to review	
505611618187166	2017-12-18	2017-12-18	2017-12-18	Enboarder	zuza	zuza@rtaventures.com			outgoing,Australia	Enboarder is a technology company that helps employers create engaging on-boarding experiences for their new employees.: http://enboarder.com Australia , 2015	Deal Flow Log: to review	
505610923426669	2017-12-18	2017-12-18	2017-12-18	Uprise	zuza	zuza@rtaventures.com			outgoing,Australia	Uprise is a coach in a pocket for employees dealing with high workplace demands and stress.: http://getuprise.com.au/ Australia , Feb 15	Deal Flow Log: to review	
505611649633416	2017-12-18	2017-12-18	2017-12-18	MemberPass	zuza	zuza@rtaventures.com			outgoing,Australia	MemberPass enables fitness professionals to offer customized session packages and membership plans to their customers.: http://www.memberpass.com Australia , 2013	Deal Flow Log: to review	
505611652785846	2017-12-18	2017-12-18	2017-12-18	CancerAid PTY LTD	zuza	zuza@rtaventures.com			outgoing,Australia	CancerAid empowers the cancer community through innovation on a global scale.: http://www.canceraid.com Australia , Aug 15	Deal Flow Log: to review	
505610891387327	2017-12-18	2017-12-18	2017-12-18	Sofihub	zuza	zuza@rtaventures.com			outgoing,Australia	Sofihub is a digital assisted living solution using Artificial Intelligence and sensor technology to support seniors to live independently.: https://sofihub.com/ Australia , 2016	Deal Flow Log: to review	
505610918232066	2017-12-18	2017-12-18	2017-12-18	Boundlss	zuza	zuza@rtaventures.com			outgoing,Australia	Helping people, corporates and insurers improve their health and wellness.: http://www.boundlss.com/ Australia , 2013	Deal Flow Log: to review	
505611658657669	2017-12-18	2017-12-18	2017-12-18	Careseekers	zuza	zuza@rtaventures.com			outgoing,Australia	Careseekers is an online marketplace platform bringing people looking for care workers and those looking for care work together.: http://www.careseekers.com.au/ Australia , 2014	Deal Flow Log: to review	
505609826654007	2017-12-18	2017-12-18	2017-12-18	Wiivv	zuza	zuza@rtaventures.com			outgoing,Canada	Wiivv is a bionics company that creates custom, 3D printed footwear, orthopedics, and gear using body-perfect capture technology.: https://wiivv.com/ Canada , Jul 1, 2014	Deal Flow Log: to review	
505608544096334	2017-12-18	2017-12-18	2017-12-18	VitaminLab	zuza	zuza@rtaventures.com			outgoing,Canada	VitaminLab creates an all-in one personalized supplement from your health data: health history, blood testing or health apps.: https://www.getvitaminlab.com Canada , 2015	Deal Flow Log: to review	
505609828333684	2017-12-18	2017-12-18	2017-12-18	Evidence Prime	zuza	zuza@rtaventures.com			outgoing,Canada	Innvovative IT tools and services for Evidence-Based Health Care: http://www.evidenceprime.com Canada , Apr 17, 2014	Deal Flow Log: to review	
505609829981298	2017-12-18	2017-12-18	2017-12-18	Dr. Bill	zuza	zuza@rtaventures.com			outgoing,Canada	Medical billing solutions for Canadian physicians.: http://www.dr-bill.ca Canada , Jan 6, 2014	Deal Flow Log: to review	
505609831141178	2017-12-18	2017-12-18	2017-12-18	VITALI Wear	zuza	zuza@rtaventures.com			outgoing,Canada	VITALI Wear provides smart Apparels, bridging innovation and wellness through haptic wearable technology.: https://vitaliwear.com/ Canada , 2016	Deal Flow Log: to review	
505609832256855	2017-12-18	2017-12-18	2017-12-18	Trainerize	zuza	zuza@rtaventures.com			outgoing,Canada	Power Your Site. Train Clients Anywhere. Built For Fitness Professionals.: http://www.trainerize.com Canada , 2013	Deal Flow Log: to review	
505609839846714	2017-12-18	2017-12-18	2017-12-18	eQOL	zuza	zuza@rtaventures.com			outgoing,Canada	Building eHealth solutions to support people with chronic health conditions and the healthcare ecosystem around them: http://eqol.ca/ Canada , 2012	Deal Flow Log: to review	
505609844652851	2017-12-18	2017-12-18	2017-12-18	YogaTribes	zuza	zuza@rtaventures.com			outgoing,Canada	YogaTribes facilitates an online platform that enables individuals to search and find yoga instructors, studios, and classes.: https://www.yogatribes.com/ Canada , May 1, 2014	Deal Flow Log: to review	
505609845030079	2017-12-18	2017-12-18	2017-12-18	MedStack	zuza	zuza@rtaventures.com			outgoing,Canada	Reduces the time and cost to build integrated patient-centric healthcare apps by 60%: http://medstack.co Canada , Mar 31, 2015	Deal Flow Log: to review	
505608578601696	2017-12-18	2017-12-18	2017-12-18	Mariner Endosurgery	zuza	zuza@rtaventures.com			outgoing,Canada	Medical device startup for future-facing laparoscopic surgeries.: http://www.marinerendosurgery.com Canada , Oct 5, 2016	Deal Flow Log: to review	
505610868699943	2017-12-18	2017-12-18	2017-12-18	Well Massage	zuza	zuza@rtaventures.com			outgoing,Canada	Well Massage is an on-demand massage company and app, dedicated to bringing the healing power of massage to clientsâ€™ homes.: http://www.wellmassage.ca/ Canada , 2016	Deal Flow Log: to review	
505610876065779	2017-12-18	2017-12-18	2017-12-18	KA Imaging	zuza	zuza@rtaventures.com			outgoing,Canada	KA Imaging has innovated a novel real-time X-ray imager with higher resolutionincreased dynamic range.: http://kaimaging.com/ Canada , 2015	Deal Flow Log: to review	
505610878295993	2017-12-18	2017-12-18	2017-12-18	Receptiviti.ai	zuza	zuza@rtaventures.com			outgoing,Canada	The science of human capital: http://www.receptiviti.ai Canada , Nov 14	Deal Flow Log: to review	
505609854550214	2017-12-18	2017-12-18	2017-12-18	Vivametrica	zuza	zuza@rtaventures.com			outgoing,Canada	Vivametrica analyzes data from wearable sensor devices for the assessment of health and wellness.: http://vivametrica.com Canada , 2013	Deal Flow Log: to review	
505610878485712	2017-12-18	2017-12-18	2017-12-18	Salu Design Group	zuza	zuza@rtaventures.com			outgoing,Canada	Salu is a health and wellness company.: http://www.salu.ca/ Canada , 2014	Deal Flow Log: to review	
505610879071072	2017-12-18	2017-12-18	2017-12-18	Jane Software Inc.	zuza	zuza@rtaventures.com			outgoing,Canada	Simple online clinic management software lets you book, chart, schedule, bill and get paid from anywhere, anytime.: https://www.janeapp.com Canada , Jul 1, 2012	Deal Flow Log: to review	
505610885164616	2017-12-18	2017-12-18	2017-12-18	Akira	zuza	zuza@rtaventures.com			outgoing,Canada	A doctor in your pocket. On demand access to Canadian doctors.: http://www.akira.md Canada , 2015	Deal Flow Log: to review	
505610886969600	2017-12-18	2017-12-18	2017-12-18	NeuroQore	zuza	zuza@rtaventures.com			outgoing,Canada	NeuroQore is a health technology company that specializes in magnetic brain stimulation technology.: http://neuroqore.com/ Canada , 2011	Deal Flow Log: to review	
505610889531969	2017-12-18	2017-12-18	2017-12-18	Highmark Interactive	zuza	zuza@rtaventures.com			outgoing,Canada	Highmark Interactive is pushing the boundaries of technology and medicine.: http://highmark.tech Canada , Apr 1, 2017	Deal Flow Log: to review	
505610891688765	2017-12-18	2017-12-18	2017-12-18	Fitplan	zuza	zuza@rtaventures.com			outgoing,Canada	A mobile fitness app with interactive training programs worldâ€™s best personal trainers at your fingertips - anytime, anywhere.: http://www.fitplanapp.com Canada , 2014	Deal Flow Log: to review	
505610894332494	2017-12-18	2017-12-18	2017-12-18	Greatify	zuza	zuza@rtaventures.com			outgoing,Canada	Greatify is an employee engagement solution that helps you create and automate incentive programs for all of your companyâ€™s teams.: http://www.greatify.co/ Canada , 2014	Deal Flow Log: to review	
505610894632759	2017-12-18	2017-12-18	2017-12-18	CleanSlate UV	zuza	zuza@rtaventures.com			outgoing,Canada	CleanSlate UV Sanitizer, is the result of partnerships with leading North American healthcare facilities.: http://www.cleanslateuv.com/ Canada , 2014	Deal Flow Log: to review	
505610900791267	2017-12-18	2017-12-18	2017-12-18	FreshSpoke	zuza	zuza@rtaventures.com			outgoing,Canada	FreshSpoke is a marketplace platform that connects local food producers with wholesale buyers and simplifies order, payment and delivery.: http://freshspoke.com Canada , Apr 1, 2016	Deal Flow Log: to review	
505610900867183	2017-12-18	2017-12-18	2017-12-18	Corporate IQ Solutions Inc.	zuza	zuza@rtaventures.com			outgoing,Canada	An unpredictable workforce puts business continuity is at risk. Are YOU capturing corporate memory?: https://www.ciq.cloud Canada , Apr 1, 2016	Deal Flow Log: to review	
505610901946758	2017-12-18	2017-12-18	2017-12-18	PumpUp	zuza	zuza@rtaventures.com			outgoing,Canada	PumpUp is a positive community to share and achieve your health goals.: http://pumpup.com Canada , May 1, 2012	Deal Flow Log: to review	
505610904400017	2017-12-18	2017-12-18	2017-12-18	Qidni Labs	zuza	zuza@rtaventures.com			outgoing,Canada	Qidni Labs is building an implantable artificial kidney for 10% of patients with kidney disease, many of which get kidney failure.: http://qidni.com/ Canada , 2014	Deal Flow Log: to review	
505610881169694	2017-12-18	2017-12-18	2017-12-18	Ayogo Health	zuza	zuza@rtaventures.com			outgoing,Canada	Ayogo is a Vancouver-based digital health company .: http://ayogo.com/ Canada , 2011	Deal Flow Log: to review	
505610905011061	2017-12-18	2017-12-18	2017-12-18	Therapia Health Management	zuza	zuza@rtaventures.com			outgoing,Canada	Therapia is an online healthcare marketplace that connects physiotherapists to patients in their home: https://therapia.com Canada , May 1, 2015	Deal Flow Log: to review	
505610907837135	2017-12-18	2017-12-18	2017-12-18	myBestHelper	zuza	zuza@rtaventures.com			outgoing,Canada	Reduce the stress of modern family life by making it easy to find just-in-time help for child and elder care.: http://www.mybesthelper.com Canada , Aug 31, 2011	Deal Flow Log: to review	
505610909798226	2017-12-18	2017-12-18	2017-12-18	HeadCheck Health	zuza	zuza@rtaventures.com			outgoing,Canada	Fastest, most reliable and easiest to use concussion assessment app available.: http://www.headcheckhealth.com Canada , Dec 19, 2013	Deal Flow Log: to review	
505610875130274	2017-12-18	2017-12-18	2017-12-18	MetricWire	zuza	zuza@rtaventures.com			outgoing,Canada	MetricWire gives researchers complete creative control over the design of their study.: http://metricwire.com Canada , Aug 21, 2013	Deal Flow Log: to review	
505610907837142	2017-12-18	2017-12-18	2017-12-18	Snug Vest	zuza	zuza@rtaventures.com			outgoing,Canada	Snug Vestâ„¢is a safe & drug-free solution to ease anxiety, manage stress, and increase focus.: http://www.snugvest.com Canada , 2011	Deal Flow Log: to review	
505610916284168	2017-12-18	2017-12-18	2017-12-18	Thorasys	zuza	zuza@rtaventures.com			outgoing,Canada	THORASYS Thoracic Medical Systems Inc. is a young respiratory medical device company based in Montreal, Quebec, Canada.: http://thorasys.com/ Canada , 2014	Deal Flow Log: to review	
505610917376512	2017-12-18	2017-12-18	2017-12-18	trexo robotics	zuza	zuza@rtaventures.com			outgoing,Canada	trexo robotics is building exoskeleton devices to help children with disabilities learn to walk.: http://trexorobotics.com Canada , Jul 16	Deal Flow Log: to review	
